time,emotion,duration_since_last,abrupt_change
2025-01-27T00:01:21.426317,Felicidad,0.19304,False
2025-01-27T00:01:21.627147,Felicidad,0.20083,False
2025-01-27T00:01:21.843243,Tristeza,0.216096,True
2025-01-27T00:01:22.026320,Felicidad,0.183077,True
2025-01-27T00:01:22.229215,Tristeza,0.202895,True
2025-01-27T00:01:22.436477,Felicidad,0.207262,True
2025-01-27T00:01:22.632657,Felicidad,0.19618,False
2025-01-27T00:01:23.029033,Neutral,0.396376,True
2025-01-27T00:01:23.640269,Neutral,0.611236,False
2025-01-27T00:01:24.642912,Miedo,1.002643,True
2025-01-27T00:01:25.236614,Miedo,0.593702,False
2025-01-27T00:01:28.233546,Felicidad,2.996932,True
2025-01-27T00:01:28.431481,Felicidad,0.197935,False
2025-01-27T00:01:29.034334,Tristeza,0.602853,True
2025-01-27T00:01:29.636394,Felicidad,0.60206,True
2025-01-27T00:01:30.227623,Felicidad,0.591229,False
2025-01-27T00:01:30.433527,Felicidad,0.205904,False
2025-01-27T00:01:30.632337,Felicidad,0.19881,False
2025-01-27T00:01:30.812578,Desconocida,0.180241,True
2025-01-27T00:01:31.024762,Neutral,0.212184,True
2025-01-27T00:01:31.425443,Neutral,0.400681,False
2025-01-27T00:01:31.633268,Felicidad,0.207825,True
2025-01-27T00:01:31.829489,Felicidad,0.196221,False
2025-01-27T00:01:32.009756,Desconocida,0.180267,True
2025-01-27T00:01:32.200635,Desconocida,0.190879,False
2025-01-27T00:01:32.603589,Desconocida,0.402954,False
2025-01-27T00:01:32.824807,Felicidad,0.221218,True
2025-01-27T00:01:33.026046,Felicidad,0.201239,False
2025-01-27T00:01:33.225880,Felicidad,0.199834,False
2025-01-27T00:01:33.427320,Neutral,0.20144,True
2025-01-27T00:01:33.634753,Felicidad,0.207433,True
2025-01-27T00:01:33.828899,Felicidad,0.194146,False
2025-01-27T00:01:34.023266,Felicidad,0.194367,False
2025-01-27T00:01:34.229082,Felicidad,0.205816,False
2025-01-27T00:01:34.425086,Felicidad,0.196004,False
2025-01-27T00:01:34.637447,Felicidad,0.212361,False
2025-01-27T00:01:34.827789,Felicidad,0.190342,False
2025-01-27T00:01:35.029739,Felicidad,0.20195,False
2025-01-27T00:01:35.238491,Sorpresa,0.208752,True
2025-01-27T00:01:35.441112,Sorpresa,0.202621,False
2025-01-27T00:01:35.648793,Sorpresa,0.207681,False
2025-01-27T00:01:35.848075,Sorpresa,0.199282,False
2025-01-27T00:01:36.041355,Sorpresa,0.19328,False
2025-01-27T00:01:36.237334,Sorpresa,0.195979,False
2025-01-27T00:01:36.437175,Sorpresa,0.199841,False
2025-01-27T00:01:36.644138,Sorpresa,0.206963,False
2025-01-27T00:01:36.853491,Sorpresa,0.209353,False
2025-01-27T00:01:37.038390,Sorpresa,0.184899,False
2025-01-27T00:01:37.244000,Sorpresa,0.20561,False
2025-01-27T00:01:37.440306,Sorpresa,0.196306,False
2025-01-27T00:01:37.648501,Sorpresa,0.208195,False
2025-01-27T00:01:37.835252,Miedo,0.186751,True
2025-01-27T00:01:38.035219,Tristeza,0.199967,True
